name,address,city,country,n_porches,n_flats,n_floors,n_occupants
"ул Немчинова, дом 10","Немчинова ул., д.10",Москва,Россия,1,84,12,3661
"ул Немчинова, дом 12","Немчинова ул., д.12",Москва,Россия,3,23,4,1383
"ул Немчинова, дом 4","Немчинова ул., д.4",Москва,Россия,1,96,12,3572
"ул Немчинова, дом 1/25","Немчинова ул., д.1/25",Москва,Россия,3,119,14,8699
"3-й Нижнелихоборский проезд, дом 15/27","Нижнелихоборский 3-й пр., д.15/27",Москва,Россия,4,40,5,2756
"3-й Нижнелихоборский проезд, дом 11","Нижнелихоборский 3-й пр., д.11",Москва,Россия,3,42,5,2809
"3-й Нижнелихоборский проезд, дом 8","Нижнелихоборский 3-й пр., д.8",Москва,Россия,3,48,5,1990
"3-й Нижнелихоборский проезд, дом 14","Нижнелихоборский 3-й пр., д.14",Москва,Россия,3,46,5,3423
"3-й Нижнелихоборский проезд, дом 16/25","Нижнелихоборский 3-й пр., д.16/25",Москва,Россия,4,57,5,3137
"3-й Нижнелихоборский проезд, дом 4","Нижнелихоборский 3-й пр., д.4",Москва,Россия,3,42,5,2410
"3-й Нижнелихоборский проезд, дом 13, к 2","Нижнелихоборский 3-й пр., д.13, к.2",Москва,Россия,1,72,9,2611
"3-й Нижнелихоборский проезд, дом 6","Нижнелихоборский 3-й пр., д.6",Москва,Россия,3,143,12,7262
"3-й Нижнелихоборский проезд, дом 13, к 1","Нижнелихоборский 3-й пр., д.13, к.1",Москва,Россия,1,72,9,2589
"3-й Нижнелихоборский проезд, дом 8А","Нижнелихоборский 3-й пр., д.8А",Москва,Россия,3,95,8,3984
"3-й Нижнелихоборский проезд, дом 4А","Нижнелихоборский 3-й пр., д.4А",Москва,Россия,3,95,8,3980
"3-й Нижнелихоборский проезд, дом 16, к 1","Нижнелихоборский 3-й пр., д.16, к.1",Москва,Россия,2,104,14,6420
"3-й Нижнелихоборский проезд, дом 2, к 1","Нижнелихоборский 3-й пр., д.2, к.1",Москва,Россия,1,72,12,3560
"3-й Нижнелихоборский проезд, дом 2, к 1","Нижнелихоборский 3-й пр., д.2, к.1",Москва,Россия,1,72,12,3560
"Нижняя ул, дом 3","Нижняя ул., д.3",Москва,Россия,3,41,6,2780
"Нижняя ул, дом 5","Нижняя ул., д.5",Москва,Россия,4,52,5,2656
"Нижняя ул, дом 4","Нижняя ул., д.4",Москва,Россия,1,49,10,2740
"Нижняя ул, дом 7","Нижняя ул., д.7",Москва,Россия,3,44,5,2394
"Нижняя ул, дом 6","Нижняя ул., д.6",Москва,Россия,1,45,10,2523
"Нижняя ул, дом 11","Нижняя ул., д.11",Москва,Россия,4,78,5,3353
"ул Нижняя Масловка, дом 11, к 2","Масловка Нижн. ул., д.11, к.2",Москва,Россия,1,16,5,999
"ул Нижняя Масловка, дом 18","Масловка Нижн. ул., д.18",Москва,Россия,4,118,9,5419
"ул Нижняя Масловка, дом 5","ул Нижняя Масловка, дом 5",Москва,Россия,NULL,NULL,NULL,NULL
"ул Нижняя Масловка, дом 6, к 2","Масловка Нижн. ул., д.6, к.2",Москва,Россия,1,84,12,3618
"ул Нижняя Масловка, дом 8","Масловка Нижн. ул., д.8",Москва,Россия,8,256,9,10959
"ул Нижняя Масловка, дом 5, к 3","Масловка Нижн. ул., д.5, к.3",Москва,Россия,3,60,5,2502
"ул Нижняя Масловка, дом 5, к 2","Масловка Нижн. ул., д.5, к.2",Москва,Россия,4,60,5,3306
"ул Нижняя Масловка, дом 14","Масловка Нижн. ул., д.14",Москва,Россия,6,192,9,9444
"ул Нижняя Масловка, дом 11, к 1","Масловка Нижн. ул., д.11, к.1",Москва,Россия,2,36,5,1395
"ул Нижняя Масловка, дом 6, к 1","Масловка Нижн. ул., д.6, к.1",Москва,Россия,8,256,9,11172
"ул Нижняя Масловка, дом 5, к 1","Масловка Нижн. ул., д.5, к.1",Москва,Россия,4,79,5,3457
"ул Нижняя Масловка, дом 20","Масловка Нижн. ул., д.20",Москва,Россия,1,64,9,2307
"ул Новая Башиловка, дом 10","Башиловка Нов. ул., д.10",Москва,Россия,6,110,5,4796
"ул Новая Башиловка, дом 4","Башиловка Нов. ул., д.4",Москва,Россия,1,64,9,2676
"ул Новая Башиловка, дом 6","Башиловка Нов. ул., д.6",Москва,Россия,6,102,5,4404
"ул Новая Башиловка, дом 8","Башиловка Нов. ул., д.8",Москва,Россия,1,64,9,2667
"ул Новая Башиловка, дом 14","Башиловка Нов. ул., д.14",Москва,Россия,8,125,5,5546
"ул Новая Башиловка, дом 12","Башиловка Нов. ул., д.12",Москва,Россия,1,64,9,2669
"ул Новая Башиловка, дом 16","Башиловка Нов. ул., д.16",Москва,Россия,5,100,5,4286
"ул Острякова, дом 6","Острякова ул., д.6",Москва,Россия,7,155,10,11654
"ул Острякова, дом 11","Острякова ул., д.11",Москва,Россия,1,98,14,4216
"ул Острякова, дом 8","Острякова ул., д.8",Москва,Россия,5,129,6,8383
"ул Острякова, дом 5","Острякова ул., д.5",Москва,Россия,1,69,12,3411
"ул Острякова, дом 9","Острякова ул., д.9",Москва,Россия,3,142,12,8107
"Петровско-Разумовский проезд, дом 4А","Петровско-Разумовский пр., д.4А",Москва,Россия,3,60,5,2587
"Петровско-Разумовский проезд, дом 18А","Петровско-Разумовский пр., д.18А",Москва,Россия,2,40,5,1593
"Петровско-Разумовский проезд, дом 14","Петровско-Разумовский пр., д.14",Москва,Россия,3,72,6,4706
"Петровско-Разумовский проезд, дом 22, к 6","Петровско-Разумовский пр., д.22, к.6",Москва,Россия,3,50,5,3521
"Петровско-Разумовский проезд, дом 24, к 19","Петровско-Разумовский пр., д.24, к.19",Москва,Россия,6,253,12,14726
"Петровско-Разумовский проезд, дом 7","Петровско-Разумовский пр., д.7",Москва,Россия,4,132,9,5838
"Петровско-Разумовский проезд, дом 3/1","Петровско-Разумовский пр., д.3/1",Москва,Россия,1,72,9,2824
"Петровско-Разумовский проезд, дом 24, к 4","Петровско-Разумовский пр., д.24, к.4",Москва,Россия,4,60,5,4171
"Петровско-Разумовский проезд, дом 18","Петровско-Разумовский пр., д.18",Москва,Россия,5,168,9,7333
"Петровско-Разумовский проезд, дом 17","Петровско-Разумовский пр., д.17",Москва,Россия,3,58,5,4151
"Петровско-Разумовский проезд, дом 25А","Петровско-Разумовский пр., д.25А",Москва,Россия,1,98,14,4215
"Петровско-Разумовский проезд, дом 5","Петровско-Разумовский пр., д.5",Москва,Россия,5,164,10,7186
"Петровско-Разумовский проезд, дом 20","Петровско-Разумовский пр., д.20",Москва,Россия,1,84,12,3651
"Петровско-Разумовский проезд, дом 22, к 11","Петровско-Разумовский пр., д.22, к.11",Москва,Россия,3,21,5,1906
"Петровско-Разумовский проезд, дом 4","Петровско-Разумовский пр., д.4",Москва,Россия,3,54,5,2314
"Петровско-Разумовский проезд, дом 11А","Петровско-Разумовский пр., д.11А",Москва,Россия,3,60,5,2481
"Петровско-Разумовский проезд, дом 16","Петровско-Разумовский пр., д.16",Москва,Россия,4,141,8,12633
"Петровско-Разумовский проезд, дом 2","Петровско-Разумовский пр., д.2",Москва,Россия,1,64,9,2285
"Петровско-Разумовский проезд, дом 22, к 8","Петровско-Разумовский пр., д.22, к.8",Москва,Россия,3,95,8,6248
"Петровско-Разумовский проезд, дом 24, к 1","Петровско-Разумовский пр., д.24, к.1",Москва,Россия,4,55,5,3915
"Петровско-Разумовский проезд, дом 12","Петровско-Разумовский пр., д.12",Москва,Россия,5,75,5,3938
"Петровско-Разумовский проезд, дом 8","Петровско-Разумовский пр., д.8",Москва,Россия,5,140,5,3313
"Петровско-Разумовский проезд, дом 24, к 2","Петровско-Разумовский пр., д.24, к.2",Москва,Россия,4,56,5,3959
"Петровско-Разумовский проезд, дом 25, к 2","Петровско-Разумовский пр., д.25, к.2",Москва,Россия,5,99,5,4409
"Петровско-Разумовский проезд, дом 13, к 2","Петровско-Разумовский пр., д.13, к.2",Москва,Россия,1,15,4,971
"Петровско-Разумовский проезд, дом 8А","Петровско-Разумовский пр., д.8А",Москва,Россия,4,80,5,3486
"Петровско-Разумовский проезд, дом 13, к 1","Петровско-Разумовский пр., д.13, к.1",Москва,Россия,3,59,5,4102
"Петровско-Разумовский проезд, дом 15","Петровско-Разумовский пр., д.15",Москва,Россия,4,136,14,15623
"Петровско-Разумовский проезд, дом 9, стр 1","Петровско-Разумовский пр., д.9, с.1",Москва,Россия,2,178,12,7062
"Петровско-Разумовский проезд, дом 24, к 17","Петровско-Разумовский пр., д.24, к.17",Москва,Россия,2,40,5,1556
"Петровско-Разумовский проезд, дом 17А","Петровско-Разумовский пр., д.17А",Москва,Россия,1,94,14,4101
"Петровско-Разумовский проезд, дом 24, к 15","Петровско-Разумовский пр., д.24, к.15",Москва,Россия,3,60,5,2567
"Петровско-Разумовский проезд, дом 16, к 2","Петровско-Разумовский пр., д.16, к.2",Москва,Россия,3,60,7,4695
"Петровско-Разумовский проезд, дом 24, к 5","Петровско-Разумовский пр., д.24, к.5",Москва,Россия,2,28,5,2002
"Петровско-Разумовский проезд, дом 24, к 18","Петровско-Разумовский пр., д.24, к.18",Москва,Россия,2,30,5,1612
"Петровско-Разумовский проезд, дом 25, к 3","Петровско-Разумовский пр., д.25, к.3",Москва,Россия,5,100,5,4493
"Петровско-Разумовский проезд, дом 24, к 3","Петровско-Разумовский пр., д.24, к.3",Москва,Россия,3,84,7,5563
"Петровско-Разумовский проезд, дом 10","Петровско-Разумовский пр., д.10",Москва,Россия,4,128,9,5463
"Петровско-Разумовский проезд, дом 25, к 1","Петровско-Разумовский пр., д.25, к.1",Москва,Россия,5,100,5,4441
"Писцовая ул, дом 15","Писцовая ул., д.15",Москва,Россия,2,55,7,2277
"Писцовая ул, дом 13","Писцовая ул., д.13",Москва,Россия,3,60,5,2501
"Писцовая ул, дом 16, к 4","Писцовая ул., д.16, к.4",Москва,Россия,4,37,5,3120
"Писцовая ул, дом 16, к 6","Писцовая ул., д.16, к.6",Москва,Россия,3,64,5,4483
"Писцовая ул, дом 14","Писцовая ул., д.14",Москва,Россия,5,50,5,3675
"Писцовая ул, дом 9-11","Писцовая ул., д.9-11",Москва,Россия,3,40,5,2057
"Писцовая ул, дом 16, к 2","Писцовая ул., д.16, к.2",Москва,Россия,4,52,5,2822
"Писцовая ул, дом 16, к 3","Писцовая ул., д.16, к.3",Москва,Россия,4,40,5,3259
"Писцовая ул, дом 16, к 1","Писцовая ул., д.16, к.1",Москва,Россия,3,40,5,3187
"ул Поликарпова, дом 19, к 2","Поликарпова ул., д.19, к.2",Москва,Россия,1,111,16,5295
"ул Поликарпова, дом 8","Поликарпова ул., д.8",Москва,Россия,2,88,12,5022
"ул Поликарпова, дом 19, к 1","Поликарпова ул., д.19, к.1",Москва,Россия,1,111,16,5277
"ул Поликарпова, дом 11","Поликарпова ул., д.11",Москва,Россия,1,110,16,5245
"ул Поликарпова, дом 21, к 4","Поликарпова ул., д.21, к.4",Москва,Россия,1,84,12,3682
"ул Поликарпова, дом 23","Поликарпова ул., д.23",Москва,Россия,1,98,14,4231
"ул Поликарпова, дом 25","Поликарпова ул., д.25",Москва,Россия,1,93,14,4024
"ул Поликарпова, дом 9","Поликарпова ул., д.9",Москва,Россия,1,111,16,5311
"ул Поликарпова, дом 10/12","ул Поликарпова, дом 10/12",Москва,Россия,NULL,NULL,NULL,NULL
"ул Полины Осипенко, дом 22, к 1","Полины Осипенко ул., д.22, к.1",Москва,Россия,2,134,17,8834
"ул Полины Осипенко, дом 16","Полины Осипенко ул., д.16",Москва,Россия,6,390,17,25125
"ул Полины Осипенко, дом 22, к 3","Полины Осипенко ул., д.22, к.3",Москва,Россия,5,329,17,19348
"ул Полины Осипенко, дом 20, к 1","Полины Осипенко ул., д.20, к.1",Москва,Россия,2,132,17,7567
"ул Полины Осипенко, дом 14, к 1","Полины Осипенко ул., д.14, к.1",Москва,Россия,9,586,17,33105
"ул Полины Осипенко, дом 10, к 1","Полины Осипенко ул., д.10, к.1",Москва,Россия,7,437,22,35960
"ул Полины Осипенко, дом 18, к 1","Полины Осипенко ул., д.18, к.1",Москва,Россия,2,136,17,8800
"ул Полины Осипенко, дом 22, к 2","Полины Осипенко ул., д.22, к.2",Москва,Россия,2,134,17,7586
"ул Полины Осипенко, дом 18, к 2","Полины Осипенко ул., д.18, к.2",Москва,Россия,7,465,17,29827
"Полтавская ул, дом 39-41","Полтавская ул., д.39-41",Москва,Россия,3,56,5,2302
"Полтавская ул, дом 47, к 2","Полтавская ул., д.47, к.2",Москва,Россия,3,261,22,16709
"Полтавская ул, дом 33","Полтавская ул., д.33",Москва,Россия,3,56,5,2306
"Полтавская ул, дом 16, к 1","Полтавская ул., д.16, к.1",Москва,Россия,2,36,5,2355
"Полтавская ул, дом 2","Полтавская ул., д.2",Москва,Россия,6,211,9,10054
"Полтавская ул, дом 4","Полтавская ул., д.4",Москва,Россия,2,151,9,7491
"Полтавская ул, дом 16, к 2","Полтавская ул., д.16, к.2",Москва,Россия,2,38,5,2608
"Полтавская ул, дом 35","Полтавская ул., д.35",Москва,Россия,6,120,5,5207
"Полтавская ул, дом 18","Полтавская ул., д.18",Москва,Россия,7,75,6,7861
"Полтавская ул, дом 6","Полтавская ул., д.6",Москва,Россия,1,108,16,5160
"Полтавская ул, дом 47, к 1","Полтавская ул., д.47, к.1",Москва,Россия,4,208,17,13288
"ул Правды, дом 1","Правды ул., д.1",Москва,Россия,3,96,9,4820
"ул Правды, дом 33","ул Правды, дом 33",Москва,Россия,NULL,NULL,NULL,NULL
"ул Правды, дом 7/9","Правды ул., д.7/9",Москва,Россия,6,215,9,14445
"ул Правды, дом 2А","Правды ул., д.2А",Москва,Россия,5,78,7,4972
"ул Правды, дом 1/2","Правды ул., д.1/2",Москва,Россия,13,143,6,9793
"ул Правды, дом 3/1","Правды ул., д.3/1",Москва,Россия,4,191,8,8343
"ул Правды, дом 5","Правды ул., д.5",Москва,Россия,1,108,16,5137
"ул Правды, дом 4","Правды ул., д.4",Москва,Россия,3,84,8,5598
"ул Правды, дом 6/34","Правды ул., д.6/34",Москва,Россия,3,84,8,5785
"ул Правды, дом 11","Правды ул., д.11",Москва,Россия,8,158,9,11679
"ул Правды, дом 17/19","Правды ул., д.17/19",Москва,Россия,4,94,6,5740
"ул Прянишникова, дом 14, к 1","Прянишникова ул., д.14, к.1",Москва,Россия,2,4,5,1858
"ул Расковой, дом 11","Расковой ул., д.11",Москва,Россия,4,144,9,6230
"ул Расковой, дом 9","Расковой ул., д.9",Москва,Россия,4,80,5,3499
"ул Расковой, дом 22, к 1","Расковой ул., д.22, к.1",Москва,Россия,2,40,5,1616
"ул Расковой, дом 1","Расковой ул., д.1",Москва,Россия,7,132,6,5883
"ул Расковой, дом 26/29","Расковой ул., д.26/29",Москва,Россия,4,160,12,8120
"ул Расковой, дом 8","Расковой ул., д.8",Москва,Россия,2,44,6,2934
"ул Расковой, дом 33","ул Расковой, дом 33",Москва,Россия,NULL,NULL,NULL,NULL
"пер Расковой, дом 17","Расковой пер., д.17",Москва,Россия,1,72,9,2592
"ул Расковой, дом 12","Расковой ул., д.12",Москва,Россия,2,40,6,2729
"ул Расковой, дом 22А","Расковой ул., д.22А",Москва,Россия,3,30,5,2684
"ул Расковой, дом 25","Расковой ул., д.25",Москва,Россия,2,65,9,4409
"ул Расковой, дом 3","Расковой ул., д.3",Москва,Россия,4,80,5,3531
"ул Расковой, дом 10","Расковой ул., д.10",Москва,Россия,2,14,5,1270
"ул Расковой, дом 13","Расковой ул., д.13",Москва,Россия,2,4,5,2682
"ул Расковой, дом 24А","Расковой ул., д.24А",Москва,Россия,1,83,12,3556
"ул Расковой, дом 30","Расковой ул., д.30",Москва,Россия,4,93,7,5980
"ул Расковой, дом 16","Расковой ул., д.16",Москва,Россия,3,45,5,2864
"ул Расковой, дом 16/26, к 3","Расковой ул., д.16/26, к.3",Москва,Россия,6,64,5,3329
"пер Расковой, дом 19","Расковой пер., д.19",Москва,Россия,3,62,5,2573
"ул Расковой, дом 16/26, к 2","Расковой ул., д.16/26, к.2",Москва,Россия,6,56,5,3380
"пер Расковой, дом 24","Расковой пер., д.24",Москва,Россия,3,48,5,3481
"ул Расковой, дом 5","Расковой ул., д.5",Москва,Россия,4,80,5,3526
"ул Расковой, дом 16/26, к 1","Расковой ул., д.16/26, к.1",Москва,Россия,6,72,5,4202
"ул Расковой, дом 14","Расковой ул., д.14",Москва,Россия,4,137,9,5894
"ул Расковой, дом 22, к 2","Расковой ул., д.22, к.2",Москва,Россия,2,40,5,1621
"ул Расковой, дом 7","Расковой ул., д.7",Москва,Россия,4,80,5,3527
"ул Расковой, дом 23А","Расковой ул., д.23А",Москва,Россия,3,83,7,6198
"Скаковая аллея, дом 9","Скаковая аллея, д.9",Москва,Россия,1,72,9,3020
"Скаковая ул, дом 13, к 2","Скаковая ул., д.13, к.2",Москва,Россия,1,111,16,5254
"Скаковая ул, дом 15, к 1","Скаковая ул., д.15, к.1",Москва,Россия,1,98,14,4239
"Скаковая ул, дом 34, к 3","Скаковая ул., д.34, к.3",Москва,Россия,1,108,16,5157
"Скаковая ул, дом 9","Скаковая ул., д.9",Москва,Россия,2,188,7,4457
"Скаковая ул, дом 13, к 1","Скаковая ул., д.13, к.1",Москва,Россия,1,111,16,5313
"Скаковая ул, дом 34, к 2","Скаковая ул., д.34, к.2",Москва,Россия,3,60,5,2444
"Скаковая ул, дом 34, к 1","Скаковая ул., д.34, к.1",Москва,Россия,3,60,5,2424
"Скаковая ул, дом 18","Скаковая ул., д.18",Москва,Россия,4,80,5,3145
"Скаковая ул, дом 15, к 2","Скаковая ул., д.15, к.2",Москва,Россия,1,98,14,4232
"Скаковая ул, дом 4","Скаковая ул, дом 4",Москва,Россия,NULL,NULL,NULL,NULL
"Скаковая ул, дом 5","Скаковая ул., д.5",Москва,Россия,5,199,14,19911
"Скаковая ул, дом 34, к 4","Скаковая ул., д.34, к.4",Москва,Россия,1,107,16,5157
"Скаковая ул, дом 14","Скаковая ул., д.14",Москва,Россия,3,59,5,2485
"Скаковая ул, дом 7/21А","Скаковая ул., д.7/21А",Москва,Россия,2,32,4,2147
"Скаковая ул, дом 18А","Скаковая ул., д.18А",Москва,Россия,4,66,5,2589
"проезд Соломенной Сторожки, дом 8","Соломенной Сторожки пр., д.8",Москва,Россия,3,50,5,3433
"проезд Соломенной Сторожки, дом 16","проезд Соломенной Сторожки, дом 16",Москва,Россия,NULL,NULL,NULL,NULL
"проезд Соломенной Сторожки, дом 6","Соломенной Сторожки пр., д.6",Москва,Россия,4,80,5,3353
"проезд Соломенной Сторожки, дом 5А","Соломенной Сторожки пр., д.5А",Москва,Россия,1,36,9,1609
"проезд Соломенной Сторожки, дом 5","Соломенной Сторожки пр., д.5",Москва,Россия,4,80,5,3362
"проезд Соломенной Сторожки, дом 3А","Соломенной Сторожки пр., д.3А",Москва,Россия,1,34,9,1518
"проезд Соломенной Сторожки, дом 5, к 1","Соломенной Сторожки пр., д.5, к.1",Москва,Россия,4,143,20,18598
"проезд Соломенной Сторожки, дом 10А","Соломенной Сторожки пр., д.10А",Москва,Россия,1,96,12,3641
"проезд Соломенной Сторожки, дом 12А","Соломенной Сторожки пр., д.12А",Москва,Россия,1,84,12,3613
"проезд Соломенной Сторожки, дом 3","Соломенной Сторожки пр., д.3",Москва,Россия,4,79,5,3372
"проезд Соломенной Сторожки, дом 10","Соломенной Сторожки пр., д.10",Москва,Россия,3,50,5,3455
"Старый Петровско-Разумовский проезд, дом 3","Петровско-Разумовский Стар. пр., д.3",Москва,Россия,1,73,12,3474
"Старый Петровско-Разумовский проезд, дом 6, к 3","Петровско-Разумовский Стар. пр., д.6, к.3",Москва,Россия,1,110,16,5251
"Старый Петровско-Разумовский проезд, дом 5-13","Петровско-Разумовский Стар. пр., д.5-13",Москва,Россия,5,97,5,4215
"Старый Петровско-Разумовский проезд, дом 6, к 2","Петровско-Разумовский Стар. пр., д.6, к.2",Москва,Россия,3,60,5,2480
"Старый Петровско-Разумовский проезд, дом 6, к 1","Петровско-Разумовский Стар. пр., д.6, к.1",Москва,Россия,4,80,5,3408
"Старый Петровско-Разумовский проезд, дом 15-17","Петровско-Разумовский Стар. пр., д.15-17",Москва,Россия,3,29,5,2587
"Тимирязевская ул, дом 25","Тимирязевская ул., д.25",Москва,Россия,4,128,9,5540
"Тимирязевская ул, дом 13","Тимирязевская ул., д.13",Москва,Россия,6,214,9,10457
"Тимирязевская ул, дом 33, стр 9","Тимирязевская ул., д.33, с.9",Москва,Россия,1,1,1,153
"Тимирязевская ул, дом 33, стр 7","Тимирязевская ул., д.33, с.7",Москва,Россия,1,1,1,144
"Тимирязевская ул, дом 15","Тимирязевская ул., д.15",Москва,Россия,1,81,12,3451
"Тимирязевская ул, дом 34, к 2","Тимирязевская ул., д.34, к.2",Москва,Россия,3,108,9,4482
"Тимирязевская ул, дом 32, к 2","Тимирязевская ул., д.32, к.2",Москва,Россия,3,108,9,4502
"Тимирязевская ул, дом 20, к 1","Тимирязевская ул., д.20, к.1",Москва,Россия,4,80,5,3548
"Тимирязевская ул, дом 12","Тимирязевская ул., д.12",Москва,Россия,3,108,9,4492
"Тимирязевская ул, дом 33, стр 18","Тимирязевская ул., д.33, с.18",Москва,Россия,2,4,1,136
