name,address,city,country,n_porches,n_flats,n_floors,n_occupants
"Тимирязевская ул, дом 33, стр 16","Тимирязевская ул., д.33, с.16",Москва,Россия,1,1,1,161
"Тимирязевская ул, дом 33, стр 13","Тимирязевская ул., д.33, с.13",Москва,Россия,1,1,2,321
"Тимирязевская ул, дом 6","Тимирязевская ул., д.6",Москва,Россия,5,148,8,6442
"Тимирязевская ул, дом 8","Тимирязевская ул., д.8",Москва,Россия,4,80,5,3142
"Тимирязевская ул, дом 33, стр 11","Тимирязевская ул., д.33, с.11",Москва,Россия,1,2,1,147
"Тимирязевская ул, дом 33, стр 15","Тимирязевская ул., д.33, с.15",Москва,Россия,2,4,1,242
"Тимирязевская ул, дом 38/25","Тимирязевская ул., д.38/25",Москва,Россия,1,92,12,3478
"Тимирязевская ул, дом 38/25","Тимирязевская ул., д.38/25",Москва,Россия,1,92,12,3478
"Тимирязевская ул, дом 11","Тимирязевская ул., д.11",Москва,Россия,1,81,12,3441
"Тимирязевская ул, дом 11, к 1","Тимирязевская ул., д.11, к.1",Москва,Россия,1,52,14,2393
"Тимирязевская ул, дом 23","Тимирязевская ул., д.23",Москва,Россия,1,91,12,3380
"Тимирязевская ул, дом 53","Тимирязевская ул., д.53",Москва,Россия,1,1,2,154
"Тимирязевская ул, дом 17А","Тимирязевская ул., д.17А",Москва,Россия,1,80,12,3451
"Тимирязевская ул, дом 33, стр 10","Тимирязевская ул., д.33, с.10",Москва,Россия,1,1,1,179
"Тимирязевская ул, дом 19","Тимирязевская ул., д.19",Москва,Россия,1,92,12,3429
"Тимирязевская ул, дом 30, к 2","Тимирязевская ул., д.30, к.2",Москва,Россия,3,108,9,4519
"Тимирязевская ул, дом 4/12","Тимирязевская ул., д.4/12",Москва,Россия,5,141,8,9463
"Тимирязевская ул, дом 32, к 1","Тимирязевская ул., д.32, к.1",Москва,Россия,1,84,12,3602
"Тимирязевская ул, дом 10/12","Тимирязевская ул., д.10/12",Москва,Россия,9,247,8,16716
"Тимирязевская ул, дом 20, к 2","Тимирязевская ул., д.20, к.2",Москва,Россия,4,80,5,3512
"Тимирязевская ул, дом 33, стр 8","Тимирязевская ул., д.33, с.8",Москва,Россия,1,2,1,136
"Тимирязевская ул, дом 17, к 1","Тимирязевская ул., д.17, к.1",Москва,Россия,1,52,14,2365
"Тимирязевская ул, дом 18, к 2","Тимирязевская ул., д.18, к.2",Москва,Россия,1,68,9,2396
"Тимирязевская ул, дом 33, стр 6","Тимирязевская ул., д.33, с.6",Москва,Россия,1,1,1,251
"Тимирязевская ул, дом 33, стр 14","Тимирязевская ул., д.33, с.14",Москва,Россия,1,1,1,157
"Тимирязевская ул, дом 34, к 1","Тимирязевская ул., д.34, к.1",Москва,Россия,1,84,12,3644
"Тимирязевская ул, дом 18, к 1","Тимирязевская ул., д.18, к.1",Москва,Россия,3,60,5,2598
"Тимирязевская ул, дом 33, стр 16А","Тимирязевская ул., д.33, с.16А",Москва,Россия,1,2,1,194
"Тимирязевская ул, дом 9","Тимирязевская ул., д.9",Москва,Россия,4,142,9,6336
"Тимирязевская ул, дом 7","Тимирязевская ул., д.7",Москва,Россия,1,100,12,4798
"Тимирязевская ул, дом 14","Тимирязевская ул., д.14",Москва,Россия,2,56,8,3877
"Тимирязевская ул, дом 8, к 1","Тимирязевская ул., д.8, к.1",Москва,Россия,1,143,20,13753
"Тимирязевская ул, дом 33, стр 12","Тимирязевская ул., д.33, с.12",Москва,Россия,1,1,1,70
"Тимирязевская ул, дом 16","Тимирязевская ул., д.16",Москва,Россия,7,195,8,12874
"Тимирязевская ул, дом 30, к 1","Тимирязевская ул., д.30, к.1",Москва,Россия,1,84,12,3673
"Ходынский б-р, дом 5, к 4","Ходынский бульв., д.5, к.4",Москва,Россия,1,115,32,13378
"Ходынский б-р, дом 13","Ходынский бульв., д.13",Москва,Россия,10,252,12,24775
"Ходынский б-р, дом 5, к 1","Ходынский бульв., д.5, к.1",Москва,Россия,1,116,32,13363
"Ходынский б-р, дом 5, к 3","Ходынский бульв., д.5, к.3",Москва,Россия,1,116,32,13345
"Ходынский б-р, дом 11","Ходынский бульв., д.11",Москва,Россия,10,242,12,24627
"Ходынский б-р, дом 9","Ходынский бульв., д.9",Москва,Россия,10,255,12,24657
"Ходынский б-р, дом 17","Ходынский бульв., д.17",Москва,Россия,10,245,12,24617
"Ходынский б-р, дом 5, к 2","Ходынский бульв., д.5, к.2",Москва,Россия,1,115,32,13294
"Ходынский б-р, дом 19","Ходынский бульв., д.19",Москва,Россия,10,252,12,24743
"Ходынский б-р, дом 15","Ходынский бульв., д.15",Москва,Россия,10,250,12,24640
"2-й Хорошёвский проезд, дом 7А","Хорошевский 2-й пр., д.7А",Москва,Россия,3,45,5,2484
"1-й Хорошёвский проезд, дом 5","1-й Хорошёвский проезд, дом 5",Москва,Россия,NULL,NULL,NULL,NULL
"2-й Хорошёвский проезд, дом 7Б","Хорошевский 2-й пр., д.7Б",Москва,Россия,3,45,5,2494
"1-й Хорошёвский проезд, дом 16, к 1","Хорошевский 1-й пр., д.16, к.1",Москва,Россия,3,34,4,1782
"1-й Хорошёвский проезд, дом 12, к 3","Хорошевский 1-й пр., д.12, к.3",Москва,Россия,3,36,4,1763
"1-й Хорошёвский проезд, дом 14, к 3","Хорошевский 1-й пр., д.14, к.3",Москва,Россия,3,35,4,1755
"2-й Хорошёвский проезд, дом 5","Хорошевский 2-й пр., д.5",Москва,Россия,2,128,17,7012
"1-й Хорошёвский проезд, дом 10, к 1","Хорошевский 1-й пр., д.10, к.1",Москва,Россия,4,47,4,2375
"2-й Хорошёвский проезд, дом 3","Хорошевский 2-й пр., д.3",Москва,Россия,4,56,5,2767
"1-й Хорошёвский проезд, дом 4, к 1","Хорошевский 1-й пр., д.4, к.1",Москва,Россия,3,35,4,1732
"1-й Хорошёвский проезд, дом 12, к 1","Хорошевский 1-й пр., д.12, к.1",Москва,Россия,3,34,4,1660
"1-й Хорошёвский проезд, дом 16, к 2","Хорошевский 1-й пр., д.16, к.2",Москва,Россия,3,35,4,1779
"3-й Хорошёвский проезд, дом 8","Хорошевский 3-й пр., д.8",Москва,Россия,3,192,17,10625
"1-й Хорошёвский проезд, дом 2/17","Хорошевский 1-й пр., д.2/17",Москва,Россия,9,112,6,6198
"3-й Хорошёвский проезд, дом 4","Хорошевский 3-й пр., д.4",Москва,Россия,4,252,17,16319
"3-й Хорошёвский проезд, дом 10","Хорошевский 3-й пр., д.10",Москва,Россия,3,52,5,3569
"1-й Хорошёвский проезд, дом 4, к 2","Хорошевский 1-й пр., д.4, к.2",Москва,Россия,3,35,4,1788
"1-й Хорошёвский проезд, дом 12, к 2","Хорошевский 1-й пр., д.12, к.2",Москва,Россия,3,35,4,1742
"Хорошёвский туп, дом 7","Хорошевский туп., д.7",Москва,Россия,3,60,5,2502
"1-й Хорошёвский проезд, дом 10, к 2","Хорошевский 1-й пр., д.10, к.2",Москва,Россия,4,47,4,2372
"1-й Хорошёвский проезд, дом 14, к 2","Хорошевский 1-й пр., д.14, к.2",Москва,Россия,3,36,4,1754
"1-й Хорошёвский проезд, дом 4, к 3","Хорошевский 1-й пр., д.4, к.3",Москва,Россия,3,36,4,1795
"1-й Хорошёвский проезд, дом 14, к 1","Хорошевский 1-й пр., д.14, к.1",Москва,Россия,3,33,4,1638
"1-й Хорошёвский проезд, дом 6","Хорошевский 1-й пр., д.6",Москва,Россия,4,47,4,2384
"Хорошёвское ш, дом 50, к 2","Хорошевское шоссе, д.50, к.2",Москва,Россия,2,136,17,8663
"Хорошёвское ш, дом 82","Хорошевское шоссе, д.82",Москва,Россия,5,36,4,2594
"Хорошёвское ш, дом 84, к 6","Хорошевское шоссе, д.84, к.6",Москва,Россия,1,58,14,4980
"Хорошёвское ш, дом 34","Хорошевское шоссе, д.34",Москва,Россия,3,40,5,2771
"Хорошёвское ш, дом 68, к 1","Хорошевское шоссе, д.68, к.1",Москва,Россия,3,192,17,10568
"Хорошёвское ш, дом 43, к А","Хорошевское шоссе, д.43, к.А",Москва,Россия,3,58,5,2356
"Хорошёвское ш, дом 64, к 1","Хорошевское шоссе, д.64, к.1",Москва,Россия,4,255,16,16198
"Хорошёвское ш, дом 88","Хорошевское шоссе, д.88",Москва,Россия,2,58,8,3929
"Хорошёвское ш, дом 43, к В","Хорошевское шоссе, д.43, к.В",Москва,Россия,2,36,5,1367
"Хорошёвское ш, дом 23, к 2","Хорошевское шоссе, д.23, к.2",Москва,Россия,2,34,5,2189
"Хорошёвское ш, дом 36А","Хорошевское шоссе, д.36А",Москва,Россия,1,72,9,2586
"Хорошёвское ш, дом 52, к 2","Хорошевское шоссе, д.52, к.2",Москва,Россия,3,196,17,10850
"Хорошёвское ш, дом 23, к 1","Хорошевское шоссе, д.23, к.1",Москва,Россия,4,16,3,1447
"Хорошёвское ш, дом 39, к 2","Хорошевское шоссе, д.39, к.2",Москва,Россия,1,83,12,3636
"Хорошёвское ш, дом 16, к 1","Хорошевское шоссе, д.16, к.1",Москва,Россия,1,224,43,21861
"Хорошёвское ш, дом 70, к 1","Хорошевское шоссе, д.70, к.1",Москва,Россия,2,128,17,6988
"Хорошёвское ш, дом 76, к 4","Хорошевское шоссе, д.76, к.4",Москва,Россия,1,70,9,2499
"Хорошёвское ш, дом 66","Хорошевское шоссе, д.66",Москва,Россия,3,196,17,10684
"Хорошёвское ш, дом 11","Хорошевское шоссе, д.11",Москва,Россия,4,263,17,14534
"Хорошёвское ш, дом 72, к 3","Хорошевское шоссе, д.72, к.3",Москва,Россия,2,39,5,1531
"Хорошёвское ш, дом 7, стр 2","Хорошевское шоссе, д.7, с.2",Москва,Россия,4,80,5,3513
"Хорошёвское ш, дом 84, к 5","Хорошевское шоссе, д.84, к.5",Москва,Россия,1,52,14,4968
"Хорошёвское ш, дом 5, к 2","Хорошевское шоссе, д.5, к.2",Москва,Россия,3,203,17,11228
"Хорошёвское ш, дом 52, к 1","Хорошевское шоссе, д.52, к.1",Москва,Россия,2,128,17,6966
"Хорошёвское ш, дом 68, к 4","Хорошевское шоссе, д.68, к.4",Москва,Россия,3,73,5,3610
"Хорошёвское ш, дом 36Б","Хорошевское шоссе, д.36Б",Москва,Россия,1,63,9,2704
"Хорошёвское ш, дом 16, к 2","Хорошевское шоссе, д.16, к.2",Москва,Россия,1,297,43,23123
"Хорошёвское ш, дом 82, к 11","Хорошевское шоссе, д.82, к.11",Москва,Россия,2,40,5,1555
"Хорошёвское ш, дом 82, к 9","Хорошевское шоссе, д.82, к.9",Москва,Россия,3,60,5,2441
"Хорошёвское ш, дом 84, к 2","Хорошевское шоссе, д.84, к.2",Москва,Россия,2,18,3,1255
"Хорошёвское ш, дом 72, к 4","Хорошевское шоссе, д.72, к.4",Москва,Россия,4,80,5,3400
"Хорошёвское ш, дом 82, к 2","Хорошевское шоссе, д.82, к.2",Москва,Россия,4,80,5,3343
"Хорошёвское ш, дом 41, к Г","Хорошевское шоссе, д.41, к.Г",Москва,Россия,3,48,5,1995
"Хорошёвское ш, дом 50, к 1","Хорошевское шоссе, д.50, к.1",Москва,Россия,3,192,17,10481
"Хорошёвское ш, дом 43, к Б","Хорошевское шоссе, д.43, к.Б",Москва,Россия,4,45,5,1804
"Хорошёвское ш, дом 56","Хорошевское шоссе, д.56",Москва,Россия,2,136,17,8654
"Хорошёвское ш, дом 76, к 5","Хорошевское шоссе, д.76, к.5",Москва,Россия,1,70,9,2498
"Хорошёвское ш, дом 13А, к 3","Хорошевское шоссе, д.13А, к.3",Москва,Россия,2,40,5,2626
"Хорошёвское ш, дом 72, к 1","Хорошевское шоссе, д.72, к.1",Москва,Россия,3,195,17,10654
"Хорошёвское ш, дом 64, к 2","Хорошевское шоссе, д.64, к.2",Москва,Россия,2,136,17,8707
"Хорошёвское ш, дом 84, к 4","Хорошевское шоссе, д.84, к.4",Москва,Россия,2,18,3,1133
"Хорошёвское ш, дом 12, к 1","Хорошевское шоссе, д.12, к.1",Москва,Россия,6,1947,37,126970
"Хорошёвское ш, дом 68, к 5","Хорошевское шоссе, д.68, к.5",Москва,Россия,4,64,5,2700
"Хорошёвское ш, дом 50, к 3","Хорошевское шоссе, д.50, к.3",Москва,Россия,3,204,17,13027
"Хорошёвское ш, дом 92","Хорошевское шоссе, д.92",Москва,Россия,2,58,8,3886
"Хорошёвское ш, дом 82, к 8","Хорошевское шоссе, д.82, к.8",Москва,Россия,4,80,5,3346
"Хорошёвское ш, дом 9","Хорошевское шоссе, д.9",Москва,Россия,2,32,5,1276
"Хорошёвское ш, дом 46","Хорошевское шоссе, д.46",Москва,Россия,3,195,17,10810
"Хорошёвское ш, дом 62","Хорошевское шоссе, д.62",Москва,Россия,3,191,17,12283
"Хорошёвское ш, дом 80","Хорошевское шоссе, д.80",Москва,Россия,4,304,22,19915
"Хорошёвское ш, дом 70, к 3","Хорошевское шоссе, д.70, к.3",Москва,Россия,2,40,5,1565
"Хорошёвское ш, дом 41, к Е","Хорошевское шоссе, д.41, к.Е",Москва,Россия,4,80,5,3454
"Хорошёвское ш, дом 96","Хорошевское шоссе, д.96",Москва,Россия,1,23,12,10430
"Хорошёвское ш, дом 13А, к 1","Хорошевское шоссе, д.13А, к.1",Москва,Россия,2,40,5,2620
"Хорошёвское ш, дом 74, к 3","Хорошевское шоссе, д.74, к.3",Москва,Россия,4,79,5,3433
"Хорошёвское ш, дом 7, стр 1","Хорошевское шоссе, д.7, с.1",Москва,Россия,2,40,5,1592
"Хорошёвское ш, дом 21А","Хорошевское шоссе, д.21А",Москва,Россия,3,40,5,2871
"Хорошёвское ш, дом 13А, к 2","Хорошевское шоссе, д.13А, к.2",Москва,Россия,2,40,5,2652
"Хорошёвское ш, дом 84, к 1","Хорошевское шоссе, д.84, к.1",Москва,Россия,2,10,2,631
"Хорошёвское ш, дом 39, к 1","Хорошевское шоссе, д.39, к.1",Москва,Россия,1,84,12,3628
"Хорошёвское ш, дом 13, к 3","Хорошевское шоссе, д.13, к.3",Москва,Россия,3,64,6,4537
"Хорошёвское ш, дом 82, к 1","Хорошевское шоссе, д.82, к.1",Москва,Россия,2,18,3,1241
"Хорошёвское ш, дом 38, к 1","Хорошёвское ш, дом 38, к 1",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 38","Хорошёвское ш, дом 38",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 38А","Хорошёвское ш, дом 38А",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 38Б","Хорошёвское ш, дом 38Б",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 38В","Хорошёвское ш, дом 38В",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 38Г","Хорошёвское ш, дом 38Г",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 38Д","Хорошёвское ш, дом 38Д",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 76Б","Хорошёвское ш, дом 76Б",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 76""В""","Хорошёвское ш, дом 76""В""",Москва,Россия,NULL,NULL,NULL,NULL
"Хорошёвское ш, дом 17","Хорошевское шоссе, д.17",Москва,Россия,4,256,17,14102
"Хорошёвское ш, дом 24","Хорошевское шоссе, д.24",Москва,Россия,3,191,16,10563
"Хорошёвское ш, дом 78","Хорошевское шоссе, д.78",Москва,Россия,2,60,6,2985
"Хорошёвское ш, дом 82, к 10","Хорошевское шоссе, д.82, к.10",Москва,Россия,3,46,5,1814
"Хорошёвское ш, дом 90","Хорошевское шоссе, д.90",Москва,Россия,2,57,8,3811
"Хорошёвское ш, дом 58","Хорошевское шоссе, д.58",Москва,Россия,2,128,17,8161
"Хорошёвское ш, дом 32, к 2","Хорошевское шоссе, д.32, к.2",Москва,Россия,2,32,5,2066
"Хорошёвское ш, дом 5, к 1","Хорошевское шоссе, д.5, к.1",Москва,Россия,3,196,17,10890
"Хорошёвское ш, дом 1","Хорошевское шоссе, д.1",Москва,Россия,8,97,5,7212
"Хорошёвское ш, дом 19","Хорошевское шоссе, д.19",Москва,Россия,2,135,17,7391
"Хорошёвское ш, дом 60","Хорошевское шоссе, д.60",Москва,Россия,2,136,17,8648
"Хорошёвское ш, дом 48","Хорошевское шоссе, д.48",Москва,Россия,3,192,17,10524
"Хорошёвское ш, дом 82, к 7","Хорошевское шоссе, д.82, к.7",Москва,Россия,3,59,5,3938
"Хорошёвское ш, дом 22","Хорошевское шоссе, д.22",Москва,Россия,3,184,16,10158
"2-я Хуторская ул, дом 18, к 2","Хуторская 2-я ул., д.18, к.2",Москва,Россия,4,80,5,3413
"1-я Хуторская ул, дом 8, к 1","Хуторская 1-я ул., д.8, к.1",Москва,Россия,4,80,5,3555
"1-я Хуторская ул, дом 16/26, к 4","Хуторская 1-я ул., д.16/26, к.4",Москва,Россия,1,16,4,972
"1-я Хуторская ул, дом 16/26, к 6","Хуторская 1-я ул., д.16/26, к.6",Москва,Россия,3,40,5,3546
"2-я Хуторская ул, дом 6/14, к 2","Хуторская 2-я ул., д.6/14, к.2",Москва,Россия,4,60,5,2563
"2-я Хуторская ул, дом 19, к 2","Хуторская 2-я ул., д.19, к.2",Москва,Россия,1,50,10,2682
"1-я Хуторская ул, дом 10, к 2","Хуторская 1-я ул., д.10, к.2",Москва,Россия,2,20,5,1765
"1-я Хуторская ул, дом 16/26, к 1","Хуторская 1-я ул., д.16/26, к.1",Москва,Россия,2,24,4,1607
"2-я Хуторская ул, дом 18, к 1","Хуторская 2-я ул., д.18, к.1",Москва,Россия,1,72,9,2550
"2-я Хуторская ул, дом 20","Хуторская 2-я ул., д.20",Москва,Россия,1,72,9,2557
"2-я Хуторская ул, дом 9","Хуторская 2-я ул., д.9",Москва,Россия,2,20,5,1765
"1-я Хуторская ул, дом 8, к 3","Хуторская 1-я ул., д.8, к.3",Москва,Россия,2,94,5,2892
"1-я Хуторская ул, дом 4, к 1","Хуторская 1-я ул., д.4, к.1",Москва,Россия,2,40,5,1576
"1-я Хуторская ул, дом 5А","Хуторская 1-я ул., д.5А",Москва,Россия,4,33,5,2890
"1-я Хуторская ул, дом 5","Хуторская 1-я ул., д.5",Москва,Россия,3,60,5,2523
"1-я Хуторская ул, дом 16/26, к 3","Хуторская 1-я ул., д.16/26, к.3",Москва,Россия,3,39,5,3458
"1-я Хуторская ул, дом 8, к 2","Хуторская 1-я ул., д.8, к.2",Москва,Россия,2,91,5,2911
"2-я Хуторская ул, дом 19, к 1","Хуторская 2-я ул., д.19, к.1",Москва,Россия,2,39,5,1620
"2-я Хуторская ул, дом 27","Хуторская 2-я ул., д.27",Москва,Россия,6,215,9,10692
"1-я Хуторская ул, дом 2, к 3","Хуторская 1-я ул., д.2, к.3",Москва,Россия,3,30,5,2649
"2-я Хуторская ул, дом 6/14, к 1","Хуторская 2-я ул., д.6/14, к.1",Москва,Россия,1,72,9,2558
"1-я Хуторская ул, дом 16/26, к 2","Хуторская 1-я ул., д.16/26, к.2",Москва,Россия,2,32,4,2163
"1-я Хуторская ул, дом 16/26, к 5","Хуторская 1-я ул., д.16/26, к.5",Москва,Россия,1,15,4,967
"2-я Хуторская ул, дом 11","Хуторская 2-я ул., д.11",Москва,Россия,1,66,12,3231
"1-я Хуторская ул, дом 14","Хуторская 1-я ул., д.14",Москва,Россия,4,40,5,3546
"1-я Хуторская ул, дом 7","Хуторская 1-я ул., д.7",Москва,Россия,4,80,5,3507
"1-я Хуторская ул, дом 2, к 2","Хуторская 1-я ул., д.2, к.2",Москва,Россия,4,60,5,4265
"1-я Хуторская ул, дом 10, к 3","Хуторская 1-я ул., д.10, к.3",Москва,Россия,1,16,4,951
"1-я Хуторская ул, дом 2, к 1","Хуторская 1-я ул., д.2, к.1",Москва,Россия,4,56,5,4062
"2-я Хуторская ул, дом 6/14, к 3","Хуторская 2-я ул., д.6/14, к.3",Москва,Россия,1,71,9,2536
"2-я Хуторская ул, дом 22","Хуторская 2-я ул., д.22",Москва,Россия,3,60,5,2458
"1-й Хуторской пер, дом 4","Хуторской 1-й пер., д.4",Москва,Россия,2,20,5,1773
"1-й Хуторской пер, дом 2","Хуторской 1-й пер., д.2",Москва,Россия,1,98,14,4242
"2-й Хуторской пер, дом 4/13","Хуторской 2-й пер., д.4/13",Москва,Россия,3,59,5,4007
"Чапаевский пер, дом 5, к 2","Чапаевский пер., д.5, к.2",Москва,Россия,2,214,12,8776
"Чапаевский пер, дом 3","Чапаевский пер., д.3",Москва,Россия,13,986,57,161589
"Чапаевский пер, дом 5, к 1","Чапаевский пер., д.5, к.1",Москва,Россия,2,213,12,8737
"Чуксин туп, дом 4","Чуксин туп., д.4",Москва,Россия,3,40,5,2850
"Чуксин туп, дом 7","Чуксин туп., д.7",Москва,Россия,3,60,5,2571
"Чуксин туп, дом 5","Чуксин туп., д.5",Москва,Россия,4,80,5,3431
"Чуксин туп, дом 3","Чуксин туп., д.3",Москва,Россия,2,48,6,3191
"Чуксин туп, дом 2","Чуксин туп., д.2",Москва,Россия,4,80,5,3544
"ул Юннатов, дом 15, к 1","Юннатов ул., д.15, к.1",Москва,Россия,3,60,5,2533
"ул Юннатов, дом 17, к 3","Юннатов ул., д.17, к.3",Москва,Россия,2,40,5,2688
"ул Юннатов, дом 17, к 4","Юннатов ул., д.17, к.4",Москва,Россия,3,60,5,3990
"ул Юннатов, дом 6, к 2","Юннатов ул., д.6, к.2",Москва,Россия,1,17,5,1006
"ул Юннатов, дом 14А","Юннатов ул., д.14А",Москва,Россия,2,40,5,1567
"ул Юннатов, дом 14","Юннатов ул., д.14",Москва,Россия,2,178,12,7102
"ул Юннатов, дом 8А","Юннатов ул., д.8А",Москва,Россия,4,60,5,3232
"ул Юннатов, дом 6, к 1","Юннатов ул., д.6, к.1",Москва,Россия,3,50,5,3475
"ул Юннатов, дом 15, к 2","Юннатов ул., д.15, к.2",Москва,Россия,3,60,5,2493
"ул Юннатов, дом 17, к 2","Юннатов ул., д.17, к.2",Москва,Россия,3,52,5,3477
"ул Юннатов, дом 17, к 1","Юннатов ул., д.17, к.1",Москва,Россия,3,58,5,3911
"ул Юннатов, дом 7","Юннатов ул., д.7",Москва,Россия,4,64,5,4486
"1-я ул Ямского Поля, дом 24","Ямского Поля 1-я ул., д.24",Москва,Россия,4,121,7,8461
"3-я ул Ямского Поля, дом 17","Ямского Поля 3-я ул., д.17",Москва,Россия,2,94,12,5451
"3-я ул Ямского Поля, дом 13","Ямского Поля 3-я ул., д.13",Москва,Россия,1,2,3,498
"5-я ул Ямского Поля, дом 27","Ямского Поля 5-я ул., д.27",Москва,Россия,1,105,16,4988
"5-я ул Ямского Поля, дом 23/25","5-я ул Ямского Поля, дом 23/25",Москва,Россия,NULL,NULL,NULL,NULL
